"MYCOMBO,C,80","ET_Count,N,10,0","FIRST_MyHe,C,80","FIRST_ICES,C,80","FIRST_Sear,C,80","FIRST_MyNS,C,80","FIRST_MyDi,C,80","FIRST_MyD1,C,80","FIRST_MyCo,C,80","MyCalcArea,N,19,11","HSName,C,10"
07D3_WH,2,W,07D3,07D3-1,EW,WH,NH,07D3_WH,2395.86923726,07D3W
07D4_EH,2,W,07D4,07D4-2,EW,EH,NH,07D4_EH,2395.86904808,07D4E
07D4_WH,2,W,07D4,07D4-1,EW,WH,NH,07D4_WH,2395.86911517,07D4W
07D5_EH,2,W,07D5,07D5-2,EW,EH,NH,07D5_EH,2395.86890183,07D5E
07D5_WH,2,W,07D5,07D5-1,EW,WH,NH,07D5_WH,2395.86897696,07D5W
07D6_EH,2,W,07D6,07D6-2,EW,EH,NH,07D6_EH,2395.86873953,07D6E
07D6_WH,2,W,07D6,07D6-1,EW,WH,NH,07D6_WH,2395.86882268,07D6W
07D7_EH,2,W,07D7,07D7-2,EW,EH,NH,07D7_EH,2395.86856122,07D7E
07D7_WH,2,W,07D7,07D7-1,EW,WH,NH,07D7_WH,2395.86865237,07D7W
07D8_EH,2,W,07D8,07D8-2,EW,EH,NH,07D8_EH,2395.86836697,07D8E
07D8_WH,2,W,07D8,07D8-1,EW,WH,NH,07D8_WH,2395.86846608,07D8W
07D9_EH,2,W,07D9,07D9-2,EW,EH,NH,07D9_EH,2395.86815682,07D9E
07D9_WH,2,W,07D9,07D9-1,EW,WH,NH,07D9_WH,2395.86826388,07D9W
07E0_EH,2,W,07E0,07E0-2,EW,EH,NH,07E0_EH,791.294358898,07E0E
07E0_WH,2,W,07E0,07E0-1,EW,WH,NH,07E0_WH,2395.86804581,07E0W
07E1_WH,2,W,07E1,07E1-1,EW,WH,NH,07E1_WH,18.1403087276,07E1W
08C1_EH,2,W,08C1,08C1-2,EW,EH,NH,08C1_EH,2378.97309731,08C1E
08C2_EH,2,W,08C2,08C2-2,EW,EH,NH,08C2_EH,2378.97316108,08C2E
08C2_WH,2,W,08C2,08C2-1,EW,WH,NH,08C2_WH,2378.9731312,08C2W
08C3_EH,2,W,08C3,08C3-2,EW,EH,NH,08C3_EH,2378.97320884,08C3E
08C3_WH,2,W,08C3,08C3-1,EW,WH,NH,08C3_WH,2378.97318697,08C3W
08C4_EH,2,W,08C4,08C4-2,EW,EH,NH,08C4_EH,2378.97324057,08C4E
08C4_WH,2,W,08C4,08C4-1,EW,WH,NH,08C4_WH,2378.97322671,08C4W
08C5_EH,2,W,08C5,08C5-2,EW,EH,NH,08C5_EH,2378.97325625,08C5E
08C5_WH,2,W,08C5,08C5-1,EW,WH,NH,08C5_WH,2378.97325041,08C5W
08C6_EH,2,W,08C6,08C6-2,EW,EH,NH,08C6_EH,2378.97325589,08C6E
08C6_WH,2,W,08C6,08C6-1,EW,WH,NH,08C6_WH,2378.97325808,08C6W
08C7_EH,2,W,08C7,08C7-2,EW,EH,NH,08C7_EH,2378.97323949,08C7E
08C7_WH,2,W,08C7,08C7-1,EW,WH,NH,08C7_WH,2378.9732497,08C7W
08C8_EH,2,W,08C8,08C8-2,EW,EH,NH,08C8_EH,2378.97320705,08C8E
08C8_WH,2,W,08C8,08C8-1,EW,WH,NH,08C8_WH,2378.97322527,08C8W
08C9_EH,2,W,08C9,08C9-2,EW,EH,NH,08C9_EH,2378.97315858,08C9E
08C9_WH,2,W,08C9,08C9-1,EW,WH,NH,08C9_WH,2378.97318482,08C9W
08D0_EH,2,W,08D0,08D0-2,EW,EH,NH,08D0_EH,2378.97309409,08D0E
08D0_WH,2,W,08D0,08D0-1,EW,WH,NH,08D0_WH,2378.97312833,08D0W
08D1_EH,2,W,08D1,08D1-2,EW,EH,NH,08D1_EH,2378.97301361,08D1E
08D1_WH,2,W,08D1,08D1-1,EW,WH,NH,08D1_WH,2378.97305585,08D1W
08D2_EH,2,W,08D2,08D2-2,EW,EH,NH,08D2_EH,2378.97291715,08D2E
08D2_WH,2,W,08D2,08D2-1,EW,WH,NH,08D2_WH,2378.97296738,08D2W
08D3_EH,2,W,08D3,08D3-2,EW,EH,NH,08D3_EH,2378.97280476,08D3E
08D3_WH,2,W,08D3,08D3-1,EW,WH,NH,08D3_WH,2378.97286295,08D3W
08D4_EH,2,W,08D4,08D4-2,EW,EH,NH,08D4_EH,2378.97267646,08D4E
08D4_WH,2,W,08D4,08D4-1,EW,WH,NH,08D4_WH,2378.9727426,08D4W
08D5_EH,2,W,08D5,08D5-2,EW,EH,NH,08D5_EH,2378.97253229,08D5E
08D5_WH,2,W,08D5,08D5-1,EW,WH,NH,08D5_WH,2378.97260635,08D5W
08D6_EH,2,W,08D6,08D6-2,EW,EH,NH,08D6_EH,2378.9723723,08D6E
08D6_WH,2,W,08D6,08D6-1,EW,WH,NH,08D6_WH,2378.97245427,08D6W
08D7_EH,2,W,08D7,08D7-2,EW,EH,NH,08D7_EH,2378.97219653,08D7E
08D7_WH,2,W,08D7,08D7-1,EW,WH,NH,08D7_WH,2378.97228638,08D7W
08D8_EH,2,W,08D8,08D8-2,EW,EH,NH,08D8_EH,2378.97200504,08D8E
08D8_WH,2,W,08D8,08D8-1,EW,WH,NH,08D8_WH,2378.97210274,08D8W
08D9_EH,2,W,08D9,08D9-2,EW,EH,NH,08D9_EH,2378.97179788,08D9E
08D9_WH,2,W,08D9,08D9-1,EW,WH,NH,08D9_WH,2378.97190341,08D9W
08E0_EH,2,W,08E0,08E0-2,EW,EH,NH,08E0_EH,2191.61679063,08E0E
08E0_WH,2,W,08E0,08E0-1,EW,WH,NH,08E0_WH,2378.97168845,08E0W
08E1_WH,2,W,08E1,08E1-1,EW,WH,NH,08E1_WH,80.1921774312,08E1W
09C1_EH,2,W,09C1,09C1-2,EW,EH,NH,09C1_EH,2361.89248923,09C1E
09C2_EH,2,W,09C2,09C2-2,EW,EH,NH,09C2_EH,2361.89255208,09C2E
09C2_WH,2,W,09C2,09C2-1,EW,WH,NH,09C2_WH,2361.89252263,09C2W
09C3_EH,2,W,09C3,09C3-2,EW,EH,NH,09C3_EH,2361.89259914,09C3E
09C3_WH,2,W,09C3,09C3-1,EW,WH,NH,09C3_WH,2361.89257759,09C3W
09C4_EH,2,W,09C4,09C4-2,EW,EH,NH,09C4_EH,2361.89263041,09C4E
09C4_WH,2,W,09C4,09C4-1,EW,WH,NH,09C4_WH,2361.89261675,09C4W
09C5_EH,2,W,09C5,09C5-2,EW,EH,NH,09C5_EH,2361.89264587,09C5E
09C5_WH,2,W,09C5,09C5-1,EW,WH,NH,09C5_WH,2361.89264012,09C5W
09C6_EH,2,W,09C6,09C6-2,EW,EH,NH,09C6_EH,2361.89264552,09C6E
09C6_WH,2,W,09C6,09C6-1,EW,WH,NH,09C6_WH,2361.89264767,09C6W
09C7_EH,2,W,09C7,09C7-2,EW,EH,NH,09C7_EH,2361.89262935,09C7E
09C7_WH,2,W,09C7,09C7-1,EW,WH,NH,09C7_WH,2361.89263941,09C7W
09C8_EH,2,W,09C8,09C8-2,EW,EH,NH,09C8_EH,2361.89259738,09C8E
09C8_WH,2,W,09C8,09C8-1,EW,WH,NH,09C8_WH,2361.89261534,09C8W
09C9_EH,2,W,09C9,09C9-2,EW,EH,NH,09C9_EH,2361.89254961,09C9E
09C9_WH,2,W,09C9,09C9-1,EW,WH,NH,09C9_WH,2361.89257547,09C9W
09D0_EH,2,W,09D0,09D0-2,EW,EH,NH,09D0_EH,2361.89248605,09D0E
09D0_WH,2,W,09D0,09D0-1,EW,WH,NH,09D0_WH,2361.8925198,09D0W
09D1_EH,2,W,09D1,09D1-2,EW,EH,NH,09D1_EH,2361.89240674,09D1E
09D1_WH,2,W,09D1,09D1-1,EW,WH,NH,09D1_WH,2361.89244836,09D1W
09D2_EH,2,W,09D2,09D2-2,EW,EH,NH,09D2_EH,2361.89231168,09D2E
09D2_WH,2,W,09D2,09D2-1,EW,WH,NH,09D2_WH,2361.89236118,09D2W
09D3_EH,2,W,09D3,09D3-2,EW,EH,NH,09D3_EH,2361.89220091,09D3E
09D3_WH,2,W,09D3,09D3-1,EW,WH,NH,09D3_WH,2361.89225826,09D3W
09D4_EH,2,W,09D4,09D4-2,EW,EH,NH,09D4_EH,2361.89207447,09D4E
09D4_WH,2,W,09D4,09D4-1,EW,WH,NH,09D4_WH,2361.89213965,09D4W
09D5_EH,2,W,09D5,09D5-2,EW,EH,NH,09D5_EH,2361.89193239,09D5E
09D5_WH,2,W,09D5,09D5-1,EW,WH,NH,09D5_WH,2361.89200538,09D5W
09D6_EH,2,W,09D6,09D6-2,EW,EH,NH,09D6_EH,2361.89177471,09D6E
09D6_WH,2,W,09D6,09D6-1,EW,WH,NH,09D6_WH,2361.8918555,09D6W
09D7_EH,2,W,09D7,09D7-2,EW,EH,NH,09D7_EH,2361.89160149,09D7E
09D7_WH,2,W,09D7,09D7-1,EW,WH,NH,09D7_WH,2361.89169004,09D7W
09D8_EH,2,W,09D8,09D8-2,EW,EH,NH,09D8_EH,2361.89141277,09D8E
09D8_WH,2,W,09D8,09D8-1,EW,WH,NH,09D8_WH,2361.89150906,09D8W
09D9_EH,2,W,09D9,09D9-2,EW,EH,NH,09D9_EH,2361.89120862,09D9E
09D9_WH,2,W,09D9,09D9-1,EW,WH,NH,09D9_WH,2361.89131262,09D9W
09E0_EH,2,W,09E0,09E0-2,EW,EH,NH,09E0_EH,2361.89098909,09E0E
09E0_WH,2,W,09E0,09E0-1,EW,WH,NH,09E0_WH,2361.89110077,09E0W
09E1_WH,2,W,09E1,09E1-1,EW,WH,NH,09E1_WH,681.602693716,09E1W
10C1_EH,2,W,10C1,10C1-2,EW,EH,NH,10C1_EH,2344.62880457,10C1E
10C2_EH,2,W,10C2,10C2-2,EW,EH,NH,10C2_EH,2344.62886649,10C2E
10C2_WH,2,W,10C2,10C2-1,EW,WH,NH,10C2_WH,2344.62883748,10C2W
10C3_EH,2,W,10C3,10C3-2,EW,EH,NH,10C3_EH,2344.62891287,10C3E
10C3_WH,2,W,10C3,10C3-1,EW,WH,NH,10C3_WH,2344.62889163,10C3W
10C4_EH,2,W,10C4,10C4-2,EW,EH,NH,10C4_EH,2344.62894367,10C4E
10C4_WH,2,W,10C4,10C4-1,EW,WH,NH,10C4_WH,2344.62893021,10C4W
10C5_EH,2,W,10C5,10C5-2,EW,EH,NH,10C5_EH,2344.6289589,10C5E
10C5_WH,2,W,10C5,10C5-1,EW,WH,NH,10C5_WH,2344.62895323,10C5W
10C6_EH,2,W,10C6,10C6-2,EW,EH,NH,10C6_EH,2344.62895855,10C6E
10C6_WH,2,W,10C6,10C6-1,EW,WH,NH,10C6_WH,2344.62896068,10C6W
10C7_EH,2,W,10C7,10C7-2,EW,EH,NH,10C7_EH,2344.62894263,10C7E
10C7_WH,2,W,10C7,10C7-1,EW,WH,NH,10C7_WH,2344.62895254,10C7W
10C8_EH,2,W,10C8,10C8-2,EW,EH,NH,10C8_EH,2344.62891113,10C8E
10C8_WH,2,W,10C8,10C8-1,EW,WH,NH,10C8_WH,2344.62892882,10C8W
10C9_EH,2,W,10C9,10C9-2,EW,EH,NH,10C9_EH,2344.62886406,10C9E
10C9_WH,2,W,10C9,10C9-1,EW,WH,NH,10C9_WH,2344.62888954,10C9W
10D0_EH,2,W,10D0,10D0-2,EW,EH,NH,10D0_EH,2344.62880144,10D0E
10D0_WH,2,W,10D0,10D0-1,EW,WH,NH,10D0_WH,2344.62883469,10D0W
10D1_EH,2,W,10D1,10D1-2,EW,EH,NH,10D1_EH,2344.62872329,10D1E
10D1_WH,2,W,10D1,10D1-1,EW,WH,NH,10D1_WH,2344.62876431,10D1W
10D2_EH,2,W,10D2,10D2-2,EW,EH,NH,10D2_EH,2344.62862964,10D2E
10D2_WH,2,W,10D2,10D2-1,EW,WH,NH,10D2_WH,2344.6286784,10D2W
10D3_EH,2,W,10D3,10D3-2,EW,EH,NH,10D3_EH,2344.6285205,10D3E
10D3_WH,2,W,10D3,10D3-1,EW,WH,NH,10D3_WH,2344.62857701,10D3W
10D4_EH,2,W,10D4,10D4-2,EW,EH,NH,10D4_EH,2344.62839592,10D4E
10D4_WH,2,W,10D4,10D4-1,EW,WH,NH,10D4_WH,2344.62846014,10D4W
10D5_EH,2,W,10D5,10D5-2,EW,EH,NH,10D5_EH,2344.62825594,10D5E
10D5_WH,2,W,10D5,10D5-1,EW,WH,NH,10D5_WH,2344.62832785,10D5W
10D6_EH,2,W,10D6,10D6-2,EW,EH,NH,10D6_EH,2344.62810058,10D6E
10D6_WH,2,W,10D6,10D6-1,EW,WH,NH,10D6_WH,2344.62818018,10D6W
10D7_EH,2,W,10D7,10D7-2,EW,EH,NH,10D7_EH,2344.62792991,10D7E
10D7_WH,2,W,10D7,10D7-1,EW,WH,NH,10D7_WH,2344.62801716,10D7W
10D8_EH,2,W,10D8,10D8-2,EW,EH,NH,10D8_EH,2344.62774398,10D8E
10D8_WH,2,W,10D8,10D8-1,EW,WH,NH,10D8_WH,2344.62783885,10D8W
10D9_EH,2,W,10D9,10D9-2,EW,EH,NH,10D9_EH,2344.62754283,10D9E
10D9_WH,2,W,10D9,10D9-1,EW,WH,NH,10D9_WH,2344.6276453,10D9W
10E0_EH,2,W,10E0,10E0-2,EW,EH,NH,10E0_EH,2344.62732654,10E0E
10E0_WH,2,W,10E0,10E0-1,EW,WH,NH,10E0_WH,2344.62743658,10E0W
10E1_WH,2,W,10E1,10E1-1,EW,WH,NH,10E1_WH,1381.23801174,10E1W
11C1_EH,2,W,11C1,11C1-2,EW,EH,NH,11C1_EH,2327.18321325,11C1E
11C2_EH,2,W,11C2,11C2-2,EW,EH,NH,11C2_EH,2327.18327425,11C2E
11C2_WH,2,W,11C2,11C2-1,EW,WH,NH,11C2_WH,2327.18324566,11C2W
11C3_EH,2,W,11C3,11C3-2,EW,EH,NH,11C3_EH,2327.18331992,11C3E
11C3_WH,2,W,11C3,11C3-1,EW,WH,NH,11C3_WH,2327.183299,11C3W
11C4_EH,2,W,11C4,11C4-2,EW,EH,NH,11C4_EH,2327.18335027,11C4E
11C4_WH,2,W,11C4,11C4-1,EW,WH,NH,11C4_WH,2327.18333701,11C4W
11C5_EH,2,W,11C5,11C5-2,EW,EH,NH,11C5_EH,2327.18336527,11C5E
11C5_WH,2,W,11C5,11C5-1,EW,WH,NH,11C5_WH,2327.18335969,11C5W
11C6_EH,2,W,11C6,11C6-2,EW,EH,NH,11C6_EH,2327.18336493,11C6E
11C6_WH,2,W,11C6,11C6-1,EW,WH,NH,11C6_WH,2327.18336702,11C6W
11C7_EH,2,W,11C7,11C7-2,EW,EH,NH,11C7_EH,2327.18334924,11C7E
11C7_WH,2,W,11C7,11C7-1,EW,WH,NH,11C7_WH,2327.183359,11C7W
11C8_EH,2,W,11C8,11C8-2,EW,EH,NH,11C8_EH,2327.18331821,11C8E
11C8_WH,2,W,11C8,11C8-1,EW,WH,NH,11C8_WH,2327.18333564,11C8W
11C9_EH,2,W,11C9,11C9-2,EW,EH,NH,11C9_EH,2327.18327185,11C9E
11C9_WH,2,W,11C9,11C9-1,EW,WH,NH,11C9_WH,2327.18329694,11C9W
11D0_EH,2,W,11D0,11D0-2,EW,EH,NH,11D0_EH,2327.18321017,11D0E
11D0_WH,2,W,11D0,11D0-1,EW,WH,NH,11D0_WH,2327.18324292,11D0W
11D1_EH,2,W,11D1,11D1-2,EW,EH,NH,11D1_EH,2327.18313319,11D1E
11D1_WH,2,W,11D1,11D1-1,EW,WH,NH,11D1_WH,2327.18317359,11D1W
11D2_EH,2,W,11D2,11D2-2,EW,EH,NH,11D2_EH,2327.18304094,11D2E
11D2_WH,2,W,11D2,11D2-1,EW,WH,NH,11D2_WH,2327.18308898,11D2W
11D3_EH,2,W,11D3,11D3-2,EW,EH,NH,11D3_EH,2327.18293345,11D3E
11D3_WH,2,W,11D3,11D3-1,EW,WH,NH,11D3_WH,2327.1829891,11D3W
11D4_EH,2,W,11D4,11D4-2,EW,EH,NH,11D4_EH,2327.18281074,11D4E
11D4_WH,2,W,11D4,11D4-1,EW,WH,NH,11D4_WH,2327.18287399,11D4W
11D5_EH,2,W,11D5,11D5-2,EW,EH,NH,11D5_EH,2327.18267285,11D5E
11D5_WH,2,W,11D5,11D5-1,EW,WH,NH,11D5_WH,2327.18274369,11D5W
11D6_EH,2,W,11D6,11D6-2,EW,EH,NH,11D6_EH,2327.18251982,11D6E
11D6_WH,2,W,11D6,11D6-1,EW,WH,NH,11D6_WH,2327.18259823,11D6W
11D7_EH,2,W,11D7,11D7-2,EW,EH,NH,11D7_EH,2327.18235171,11D7E
11D7_WH,2,W,11D7,11D7-1,EW,WH,NH,11D7_WH,2327.18243765,11D7W
11D8_EH,2,W,11D8,11D8-2,EW,EH,NH,11D8_EH,2327.18216857,11D8E
11D8_WH,2,W,11D8,11D8-1,EW,WH,NH,11D8_WH,2327.18226202,11D8W
11D9_EH,2,W,11D9,11D9-2,EW,EH,NH,11D9_EH,2327.18197044,11D9E
11D9_WH,2,W,11D9,11D9-1,EW,WH,NH,11D9_WH,2327.18207137,11D9W
11E0_EH,2,W,11E0,11E0-2,EW,EH,NH,11E0_EH,2327.18175739,11E0E
11E0_WH,2,W,11E0,11E0-1,EW,WH,NH,11E0_WH,2327.18186578,11E0W
11E1_WH,2,W,11E1,11E1-1,EW,WH,NH,11E1_WH,1317.20098916,11E1W
12C1_EH,2,W,12C1,12C1-2,EW,EH,NH,12C1_EH,2309.55690131,12C1E
12C2_EH,2,W,12C2,12C2-2,EW,EH,NH,12C2_EH,2309.55696137,12C2E
12C2_WH,2,W,12C2,12C2-1,EW,WH,NH,12C2_WH,2309.55693322,12C2W
12C3_EH,2,W,12C3,12C3-2,EW,EH,NH,12C3_EH,2309.55700635,12C3E
12C3_WH,2,W,12C3,12C3-1,EW,WH,NH,12C3_WH,2309.55698575,12C3W
12C4_EH,2,W,12C4,12C4-2,EW,EH,NH,12C4_EH,2309.55703623,12C4E
12C4_WH,2,W,12C4,12C4-1,EW,WH,NH,12C4_WH,2309.55702318,12C4W
12C5_EH,2,W,12C5,12C5-2,EW,EH,NH,12C5_EH,2309.557051,12C5E
12C5_WH,2,W,12C5,12C5-1,EW,WH,NH,12C5_WH,2309.5570455,12C5W
12C6_EH,2,W,12C6,12C6-2,EW,EH,NH,12C6_EH,2309.55705066,12C6E
12C6_WH,2,W,12C6,12C6-1,EW,WH,NH,12C6_WH,2309.55705272,12C6W
12C7_EH,2,W,12C7,12C7-2,EW,EH,NH,12C7_EH,2309.55703522,12C7E
12C7_WH,2,W,12C7,12C7-1,EW,WH,NH,12C7_WH,2309.55704483,12C7W
12C8_EH,2,W,12C8,12C8-2,EW,EH,NH,12C8_EH,2309.55700466,12C8E
12C8_WH,2,W,12C8,12C8-1,EW,WH,NH,12C8_WH,2309.55702183,12C8W
12C9_EH,2,W,12C9,12C9-2,EW,EH,NH,12C9_EH,2309.55695901,12C9E
12C9_WH,2,W,12C9,12C9-1,EW,WH,NH,12C9_WH,2309.55698372,12C9W
12D0_EH,2,W,12D0,12D0-2,EW,EH,NH,12D0_EH,2309.55689827,12D0E
12D0_WH,2,W,12D0,12D0-1,EW,WH,NH,12D0_WH,2309.55693052,12D0W
12D1_EH,2,W,12D1,12D1-2,EW,EH,NH,12D1_EH,2309.55682247,12D1E
12D1_WH,2,W,12D1,12D1-1,EW,WH,NH,12D1_WH,2309.55686225,12D1W
12D2_EH,2,W,12D2,12D2-2,EW,EH,NH,12D2_EH,2309.55673163,12D2E
12D2_WH,2,W,12D2,12D2-1,EW,WH,NH,12D2_WH,2309.55677893,12D2W
12D3_EH,2,W,12D3,12D3-2,EW,EH,NH,12D3_EH,2309.55662577,12D3E
12D3_WH,2,W,12D3,12D3-1,EW,WH,NH,12D3_WH,2309.55668057,12D3W
12D4_EH,2,W,12D4,12D4-2,EW,EH,NH,12D4_EH,2309.55650493,12D4E
12D4_WH,2,W,12D4,12D4-1,EW,WH,NH,12D4_WH,2309.55656722,12D4W
12D5_EH,2,W,12D5,12D5-2,EW,EH,NH,12D5_EH,2309.55636915,12D5E
12D5_WH,2,W,12D5,12D5-1,EW,WH,NH,12D5_WH,2309.55643891,12D5W
12D6_EH,2,W,12D6,12D6-2,EW,EH,NH,12D6_EH,2309.55621846,12D6E
12D6_WH,2,W,12D6,12D6-1,EW,WH,NH,12D6_WH,2309.55629567,12D6W
12D7_EH,2,W,12D7,12D7-2,EW,EH,NH,12D7_EH,2309.55605292,12D7E
12D7_WH,2,W,12D7,12D7-1,EW,WH,NH,12D7_WH,2309.55613755,12D7W
12D8_EH,2,W,12D8,12D8-2,EW,EH,NH,12D8_EH,2309.55587257,12D8E
12D8_WH,2,W,12D8,12D8-1,EW,WH,NH,12D8_WH,2309.55596459,12D8W
12D9_EH,2,W,12D9,12D9-2,EW,EH,NH,12D9_EH,2309.55567746,12D9E
12D9_WH,2,W,12D9,12D9-1,EW,WH,NH,12D9_WH,2309.55577686,12D9W
12E0_EH,2,W,12E0,12E0-2,EW,EH,NH,12E0_EH,2309.55546767,12E0E
12E0_WH,2,W,12E0,12E0-1,EW,WH,NH,12E0_WH,2309.5555744,12E0W
12E1_WH,2,W,12E1,12E1-1,EW,WH,NH,12E1_WH,726.620374027,12E1W
13C1_EH,2,W,13C1,13C1-2,EW,EH,NH,13C1_EH,2291.75107089,13C1E
13C2_EH,2,W,13C2,13C2-2,EW,EH,NH,13C2_EH,2291.75113002,13C2E
13C2_WH,2,W,13C2,13C2-1,EW,WH,NH,13C2_WH,2291.75110231,13C2W
13C3_EH,2,W,13C3,13C3-2,EW,EH,NH,13C3_EH,2291.7511743,13C3E
13C3_WH,2,W,13C3,13C3-1,EW,WH,NH,13C3_WH,2291.75115402,13C3W
13C4_EH,2,W,13C4,13C4-2,EW,EH,NH,13C4_EH,2291.75120372,13C4E
13C4_WH,2,W,13C4,13C4-1,EW,WH,NH,13C4_WH,2291.75119087,13C4W
13C5_EH,2,W,13C5,13C5-2,EW,EH,NH,13C5_EH,2291.75121826,13C5E
13C5_WH,2,W,13C5,13C5-1,EW,WH,NH,13C5_WH,2291.75121285,13C5W
13C6_EH,2,W,13C6,13C6-2,EW,EH,NH,13C6_EH,2291.75121793,13C6E
13C6_WH,2,W,13C6,13C6-1,EW,WH,NH,13C6_WH,2291.75121996,13C6W
13C7_EH,2,W,13C7,13C7-2,EW,EH,NH,13C7_EH,2291.75120272,13C7E
13C7_WH,2,W,13C7,13C7-1,EW,WH,NH,13C7_WH,2291.75121218,13C7W
13C8_EH,2,W,13C8,13C8-2,EW,EH,NH,13C8_EH,2291.75117264,13C8E
13C8_WH,2,W,13C8,13C8-1,EW,WH,NH,13C8_WH,2291.75118954,13C8W
13C9_EH,2,W,13C9,13C9-2,EW,EH,NH,13C9_EH,2291.7511277,13C9E
13C9_WH,2,W,13C9,13C9-1,EW,WH,NH,13C9_WH,2291.75115202,13C9W
13D0_EH,2,W,13D0,13D0-2,EW,EH,NH,13D0_EH,2291.7510679,13D0E
13D0_WH,2,W,13D0,13D0-1,EW,WH,NH,13D0_WH,2291.75109965,13D0W
13D1_EH,2,W,13D1,13D1-2,EW,EH,NH,13D1_EH,2291.75099328,13D1E
13D1_WH,2,W,13D1,13D1-1,EW,WH,NH,13D1_WH,2291.75103244,13D1W
13D2_EH,2,W,13D2,13D2-2,EW,EH,NH,13D2_EH,2291.75090385,13D2E
13D2_WH,2,W,13D2,13D2-1,EW,WH,NH,13D2_WH,2291.75095041,13D2W
13D3_EH,2,W,13D3,13D3-2,EW,EH,NH,13D3_EH,2291.75079964,13D3E
13D3_WH,2,W,13D3,13D3-1,EW,WH,NH,13D3_WH,2291.75085359,13D3W
13D4_EH,2,W,13D4,13D4-2,EW,EH,NH,13D4_EH,2291.75068068,13D4E
13D4_WH,2,W,13D4,13D4-1,EW,WH,NH,13D4_WH,2291.750742,13D4W
13D5_EH,2,W,13D5,13D5-2,EW,EH,NH,13D5_EH,2291.750547,13D5E
13D5_WH,2,W,13D5,13D5-1,EW,WH,NH,13D5_WH,2291.75061568,13D5W
13D6_EH,2,W,13D6,13D6-2,EW,EH,NH,13D6_EH,2291.75039866,13D6E
13D6_WH,2,W,13D6,13D6-1,EW,WH,NH,13D6_WH,2291.75047466,13D6W
13D7_EH,2,W,13D7,13D7-2,EW,EH,NH,13D7_EH,2291.75023568,13D7E
13D7_WH,2,W,13D7,13D7-1,EW,WH,NH,13D7_WH,2291.75031899,13D7W
13D8_EH,2,W,13D8,13D8-2,EW,EH,NH,13D8_EH,2291.75005813,13D8E
13D8_WH,2,W,13D8,13D8-1,EW,WH,NH,13D8_WH,2291.75014873,13D8W
13D9_EH,2,W,13D9,13D9-2,EW,EH,NH,13D9_EH,2291.74986606,13D9E
13D9_WH,2,W,13D9,13D9-1,EW,WH,NH,13D9_WH,2291.74996391,13D9W
13E0_EH,2,W,13E0,13E0-2,EW,EH,NH,13E0_EH,2290.65724873,13E0E
13E0_WH,2,W,13E0,13E0-1,EW,WH,NH,13E0_WH,2291.74976459,13E0W
13E1_WH,2,W,13E1,13E1-1,EW,WH,NH,13E1_WH,829.538405139,13E1W
14C1_EH,2,W,14C1,14C1-2,EW,EH,NH,14C1_EH,2273.7669403,14C1E
14C2_EH,2,W,14C2,14C2-2,EW,EH,NH,14C2_EH,2273.76699849,14C2E
14C2_WH,2,W,14C2,14C2-1,EW,WH,NH,14C2_WH,2273.76697122,14C2W
14C3_EH,2,W,14C3,14C3-2,EW,EH,NH,14C3_EH,2273.76704207,14C3E
14C3_WH,2,W,14C3,14C3-1,EW,WH,NH,14C3_WH,2273.76702211,14C3W
14C4_EH,2,W,14C4,14C4-2,EW,EH,NH,14C4_EH,2273.76707102,14C4E
14C4_WH,2,W,14C4,14C4-1,EW,WH,NH,14C4_WH,2273.76705838,14C4W
14C5_EH,2,W,14C5,14C5-2,EW,EH,NH,14C5_EH,2273.76708534,14C5E
14C5_WH,2,W,14C5,14C5-1,EW,WH,NH,14C5_WH,2273.76708001,14C5W
14C6_EH,2,W,14C6,14C6-2,EW,EH,NH,14C6_EH,2273.76708501,14C6E
14C6_WH,2,W,14C6,14C6-1,EW,WH,NH,14C6_WH,2273.767087,14C6W
14C7_EH,2,W,14C7,14C7-2,EW,EH,NH,14C7_EH,2273.76707004,14C7E
14C7_WH,2,W,14C7,14C7-1,EW,WH,NH,14C7_WH,2273.76707935,14C7W
14C8_EH,2,W,14C8,14C8-2,EW,EH,NH,14C8_EH,2273.76704044,14C8E
14C8_WH,2,W,14C8,14C8-1,EW,WH,NH,14C8_WH,2273.76705707,14C8W
14C9_EH,2,W,14C9,14C9-2,EW,EH,NH,14C9_EH,2273.7669962,14C9E
14C9_WH,2,W,14C9,14C9-1,EW,WH,NH,14C9_WH,2273.76702015,14C9W
14D0_EH,2,W,14D0,14D0-2,EW,EH,NH,14D0_EH,2273.76693735,14D0E
14D0_WH,2,W,14D0,14D0-1,EW,WH,NH,14D0_WH,2273.7669686,14D0W
14D1_EH,2,W,14D1,14D1-2,EW,EH,NH,14D1_EH,2273.76686391,14D1E
14D1_WH,2,W,14D1,14D1-1,EW,WH,NH,14D1_WH,2273.76690246,14D1W
14D2_EH,2,W,14D2,14D2-2,EW,EH,NH,14D2_EH,2273.76677589,14D2E
14D2_WH,2,W,14D2,14D2-1,EW,WH,NH,14D2_WH,2273.76682172,14D2W
14D3_EH,2,W,14D3,14D3-2,EW,EH,NH,14D3_EH,2273.76667333,14D3E
14D3_WH,2,W,14D3,14D3-1,EW,WH,NH,14D3_WH,2273.76672643,14D3W
14D4_EH,2,W,14D4,14D4-2,EW,EH,NH,14D4_EH,2273.76655625,14D4E
