"MYCOMBO,C,80","ET_Count,N,10,0","FIRST_MyHe,C,80","FIRST_ICES,C,80","FIRST_Sear,C,80","FIRST_MyNS,C,80","FIRST_MyDi,C,80","FIRST_MyD1,C,80","FIRST_MyCo,C,80","MyCalcArea,N,19,11","HSName,C,10"
34E6_WH,2,W,34E6,34E6-1,EW,WH,NH,34E6_WH,8.69729974078,34E6W
34F0_EH,2,E,34F0,34F0-2,EW,EH,NH,34F0_EH,93.5951099086,34F0E
34F1_EH,2,E,34F1,34F1-2,EW,EH,NH,34F1_EH,1395.71853858,34F1E
34F1_WH,2,E,34F1,34F1-1,EW,WH,NH,34F1_WH,261.684940435,34F1W
34F2_EH,2,E,34F2,34F2-2,EW,EH,NH,34F2_EH,1878.65666423,34F2E
34F2_WH,2,E,34F2,34F2-1,EW,WH,NH,34F2_WH,1878.65679054,34F2W
34F3_EH,2,E,34F3,34F3-2,EW,EH,NH,34F3_EH,1878.65640494,34F3E
34F3_WH,2,E,34F3,34F3-1,EW,WH,NH,34F3_WH,1878.65653569,34F3W
34F4_EH,2,E,34F4,34F4-2,EW,EH,NH,34F4_EH,771.842769151,34F4E
34F4_WH,2,E,34F4,34F4-1,EW,WH,NH,34F4_WH,1878.65627198,34F4W
34F5_WH,2,E,34F5,34F5-1,EW,WH,NH,34F5_WH,1306.75602882,34F5W
35C2_EH,2,W,35C2,35C2-2,EW,EH,NH,35C2_EH,1857.24150201,35C2E
35C3_EH,2,W,35C3,35C3-2,EW,EH,NH,35C3_EH,1857.24153098,35C3E
35C3_WH,2,W,35C3,35C3-1,EW,WH,NH,35C3_WH,1857.24151771,35C3W
35C4_EH,2,W,35C4,35C4-2,EW,EH,NH,35C4_EH,1857.24155022,35C4E
35C4_WH,2,W,35C4,35C4-1,EW,WH,NH,35C4_WH,1857.24154182,35C4W
35C5_EH,2,W,35C5,35C5-2,EW,EH,NH,35C5_EH,1857.24155974,35C5E
35C5_WH,2,W,35C5,35C5-1,EW,WH,NH,35C5_WH,1857.2415562,35C5W
35C6_EH,2,W,35C6,35C6-2,EW,EH,NH,35C6_EH,1857.24155952,35C6E
35C6_WH,2,W,35C6,35C6-1,EW,WH,NH,35C6_WH,1857.24156085,35C6W
35C7_EH,2,W,35C7,35C7-2,EW,EH,NH,35C7_EH,1857.24154957,35C7E
35C7_WH,2,W,35C7,35C7-1,EW,WH,NH,35C7_WH,1857.24155576,35C7W
35C8_EH,2,W,35C8,35C8-2,EW,EH,NH,35C8_EH,1857.24152989,35C8E
35C8_WH,2,W,35C8,35C8-1,EW,WH,NH,35C8_WH,1857.24154095,35C8W
35C9_EH,2,W,35C9,35C9-2,EW,EH,NH,35C9_EH,1857.24150049,35C9E
35C9_WH,2,W,35C9,35C9-1,EW,WH,NH,35C9_WH,1857.24151641,35C9W
35D0_EH,2,W,35D0,35D0-2,EW,EH,NH,35D0_EH,1857.24146137,35D0E
35D0_WH,2,W,35D0,35D0-1,EW,WH,NH,35D0_WH,1857.24148214,35D0W
35D1_EH,2,W,35D1,35D1-2,EW,EH,NH,35D1_EH,1857.24141255,35D1E
35D1_WH,2,W,35D1,35D1-1,EW,WH,NH,35D1_WH,1857.24143817,35D1W
35D2_EH,2,W,35D2,35D2-2,EW,EH,NH,35D2_EH,1857.24135404,35D2E
35D2_WH,2,W,35D2,35D2-1,EW,WH,NH,35D2_WH,1857.24138451,35D2W
35D3_EH,2,W,35D3,35D3-2,EW,EH,NH,35D3_EH,1857.24128586,35D3E
35D3_WH,2,W,35D3,35D3-1,EW,WH,NH,35D3_WH,1857.24132116,35D3W
35D4_EH,2,W,35D4,35D4-2,EW,EH,NH,35D4_EH,1857.24120804,35D4E
35D4_WH,2,W,35D4,35D4-1,EW,WH,NH,35D4_WH,1857.24124816,35D4W
35D5_EH,2,W,35D5,35D5-2,EW,EH,NH,35D5_EH,1857.24112058,35D5E
35D5_WH,2,W,35D5,35D5-1,EW,WH,NH,35D5_WH,1857.24116551,35D5W
35D6_EH,2,W,35D6,35D6-2,EW,EH,NH,35D6_EH,1857.24102353,35D6E
35D6_WH,2,W,35D6,35D6-1,EW,WH,NH,35D6_WH,1857.24107326,35D6W
35D7_EH,2,W,35D7,35D7-2,EW,EH,NH,35D7_EH,1857.24091691,35D7E
35D7_WH,2,W,35D7,35D7-1,EW,WH,NH,35D7_WH,1857.24097142,35D7W
35D8_EH,2,W,35D8,35D8-2,EW,EH,NH,35D8_EH,1857.24080075,35D8E
35D8_WH,2,W,35D8,35D8-1,EW,WH,NH,35D8_WH,1857.24086002,35D8W
35D9_EH,2,W,35D9,35D9-2,EW,EH,NH,35D9_EH,1777.87691434,35D9E
35D9_WH,2,W,35D9,35D9-1,EW,WH,NH,35D9_WH,1857.24073911,35D9W
35E0_EH,2,W,35E0,35E0-2,EW,EH,NH,35E0_EH,536.670306194,35E0E
35E0_WH,2,W,35E0,35E0-1,EW,WH,NH,35E0_WH,1144.61361454,35E0W
35E1_WH,2,W,35E1,35E1-1,EW,WH,NH,35E1_WH,38.5854196497,35E1W
35E3_EH,2,W,35E3,35E3-2,EW,EH,NH,35E3_EH,359.895526459,35E3E
35E4_EH,2,W,35E4,35E4-2,EW,EH,NH,35E4_EH,1857.23990572,35E4E
35E4_WH,2,W,35E4,35E4-1,EW,WH,NH,35E4_WH,1857.10180561,35E4W
35E5_EH,2,W,35E5,35E5-2,EW,EH,NH,35E5_EH,746.297260987,35E5E
35E5_WH,2,W,35E5,35E5-1,EW,WH,NH,35E5_WH,1739.28731822,35E5W
35E6_EH,2,W,35E6,35E6-2,EW,EH,NH,35E6_EH,542.451213228,35E6E
35E6_WH,2,W,35E6,35E6-1,EW,WH,NH,35E6_WH,747.304184689,35E6W
35E7_WH,2,W,35E7,35E7-1,EW,WH,NH,35E7_WH,71.6795812774,35E7W
35F0_EH,2,E,35F0,35F0-2,EW,EH,NH,35F0_EH,1857.23867874,35F0E
35F0_WH,2,E,35F0,35F0-1,EW,WH,NH,35F0_WH,851.112047864,35F0W
35F1_EH,2,E,35F1,35F1-2,EW,EH,NH,35F1_EH,1857.23844286,35F1E
35F1_WH,2,E,35F1,35F1-1,EW,WH,NH,35F1_WH,1857.23856191,35F1W
35F2_EH,2,E,35F2,35F2-2,EW,EH,NH,35F2_EH,1857.23819821,35F2E
35F2_WH,2,E,35F2,35F2-1,EW,WH,NH,35F2_WH,1857.23832163,35F2W
35F3_EH,2,E,35F3,35F3-2,EW,EH,NH,35F3_EH,1857.23794484,35F3E
35F3_WH,2,E,35F3,35F3-1,EW,WH,NH,35F3_WH,1857.23807261,35F3W
35F4_EH,2,E,35F4,35F4-2,EW,EH,NH,35F4_EH,1676.26245141,35F4E
35F4_WH,2,E,35F4,35F4-1,EW,WH,NH,35F4_WH,1857.23781491,35F4W
35F5_EH,2,E,35F5,35F5-2,EW,EH,NH,35F5_EH,523.019909096,35F5E
35F5_WH,2,E,35F5,35F5-1,EW,WH,NH,35F5_WH,1604.1561487,35F5W
35F6_WH,2,E,35F6,35F6-1,EW,WH,NH,35F6_WH,291.125372263,35F6W
36C2_EH,2,W,36C2,36C2-2,EW,EH,NH,36C2_EH,1835.67551463,36C2E
36C3_EH,2,W,36C3,36C3-2,EW,EH,NH,36C3_EH,1835.67554293,36C3E
36C3_WH,2,W,36C3,36C3-1,EW,WH,NH,36C3_WH,1835.67552997,36C3W
36C4_EH,2,W,36C4,36C4-2,EW,EH,NH,36C4_EH,1835.67556172,36C4E
36C4_WH,2,W,36C4,36C4-1,EW,WH,NH,36C4_WH,1835.67555351,36C4W
36C5_EH,2,W,36C5,36C5-2,EW,EH,NH,36C5_EH,1835.67557102,36C5E
36C5_WH,2,W,36C5,36C5-1,EW,WH,NH,36C5_WH,1835.67556756,36C5W
36C6_EH,2,W,36C6,36C6-2,EW,EH,NH,36C6_EH,1835.67557081,36C6E
36C6_WH,2,W,36C6,36C6-1,EW,WH,NH,36C6_WH,1835.6755721,36C6W
36C7_EH,2,W,36C7,36C7-2,EW,EH,NH,36C7_EH,1835.67556109,36C7E
36C7_WH,2,W,36C7,36C7-1,EW,WH,NH,36C7_WH,1835.67556713,36C7W
36C8_EH,2,W,36C8,36C8-2,EW,EH,NH,36C8_EH,1835.67554186,36C8E
36C8_WH,2,W,36C8,36C8-1,EW,WH,NH,36C8_WH,1835.67555266,36C8W
36C9_EH,2,W,36C9,36C9-2,EW,EH,NH,36C9_EH,1835.67551314,36C9E
36C9_WH,2,W,36C9,36C9-1,EW,WH,NH,36C9_WH,1835.67552869,36C9W
36D0_EH,2,W,36D0,36D0-2,EW,EH,NH,36D0_EH,1835.67547494,36D0E
36D0_WH,2,W,36D0,36D0-1,EW,WH,NH,36D0_WH,1835.67549523,36D0W
36D1_EH,2,W,36D1,36D1-2,EW,EH,NH,36D1_EH,1835.67542725,36D1E
36D1_WH,2,W,36D1,36D1-1,EW,WH,NH,36D1_WH,1835.67545228,36D1W
36D2_EH,2,W,36D2,36D2-2,EW,EH,NH,36D2_EH,1835.6753701,36D2E
36D2_WH,2,W,36D2,36D2-1,EW,WH,NH,36D2_WH,1835.67539986,36D2W
36D3_EH,2,W,36D3,36D3-2,EW,EH,NH,36D3_EH,1835.67530351,36D3E
36D3_WH,2,W,36D3,36D3-1,EW,WH,NH,36D3_WH,1835.67533799,36D3W
36D4_EH,2,W,36D4,36D4-2,EW,EH,NH,36D4_EH,1835.67522749,36D4E
36D4_WH,2,W,36D4,36D4-1,EW,WH,NH,36D4_WH,1835.67526668,36D4W
36D5_EH,2,W,36D5,36D5-2,EW,EH,NH,36D5_EH,1835.67514207,36D5E
36D5_WH,2,W,36D5,36D5-1,EW,WH,NH,36D5_WH,1835.67518596,36D5W
36D6_EH,2,W,36D6,36D6-2,EW,EH,NH,36D6_EH,1835.67504728,36D6E
36D6_WH,2,W,36D6,36D6-1,EW,WH,NH,36D6_WH,1835.67509585,36D6W
36D7_EH,2,W,36D7,36D7-2,EW,EH,NH,36D7_EH,1835.67494314,36D7E
36D7_WH,2,W,36D7,36D7-1,EW,WH,NH,36D7_WH,1835.67499637,36D7W
36D8_EH,2,W,36D8,36D8-2,EW,EH,NH,36D8_EH,1835.67482968,36D8E
36D8_WH,2,W,36D8,36D8-1,EW,WH,NH,36D8_WH,1835.67488757,36D8W
36D9_EH,2,W,36D9,36D9-2,EW,EH,NH,36D9_EH,1663.92958539,36D9E
36D9_WH,2,W,36D9,36D9-1,EW,WH,NH,36D9_WH,1835.67476947,36D9W
36E0_WH,2,W,36E0,36E0-1,EW,WH,NH,36E0_WH,508.82187351,36E0W
36E3_EH,2,W,36E3,36E3-2,EW,EH,NH,36E3_EH,857.036083783,36E3E
36E4_EH,2,W,36E4,36E4-2,EW,EH,NH,36E4_EH,1835.67395546,36E4E
36E4_WH,2,W,36E4,36E4-1,EW,WH,NH,36E4_WH,1835.67404085,36E4W
36E5_EH,2,W,36E5,36E5-2,EW,EH,NH,36E5_EH,1835.67377792,36E5E
36E5_WH,2,W,36E5,36E5-1,EW,WH,NH,36E5_WH,1835.67386781,36E5W
36E6_EH,2,W,36E6,36E6-2,EW,EH,NH,36E6_EH,1681.01204009,36E6E
36E6_WH,2,W,36E6,36E6-1,EW,WH,NH,36E6_WH,1835.67368579,36E6W
36E7_WH,2,W,36E7,36E7-1,EW,WH,NH,36E7_WH,89.6139073025,36E7W
36E9_EH,2,W,36E9,36E9-2,EW,EH,NH,36E9_EH,350.262256307,36E9E
36E9_WH,2,W,36E9,36E9-1,EW,WH,NH,36E9_WH,44.4339719162,36E9W
36F0_EH,2,E,36F0,36F0-2,EW,EH,NH,36F0_EH,1835.67275701,36F0E
36F0_WH,2,E,36F0,36F0-1,EW,WH,NH,36F0_WH,1743.70272984,36F0W
36F1_EH,2,E,36F1,36F1-2,EW,EH,NH,36F1_EH,1835.67252662,36F1E
36F1_WH,2,E,36F1,36F1-1,EW,WH,NH,36F1_WH,1835.6726429,36F1W
36F2_EH,2,E,36F2,36F2-2,EW,EH,NH,36F2_EH,1835.67228765,36F2E
36F2_WH,2,E,36F2,36F2-1,EW,WH,NH,36F2_WH,1835.67240821,36F2W
36F3_EH,2,E,36F3,36F3-2,EW,EH,NH,36F3_EH,1835.67204018,36F3E
36F3_WH,2,E,36F3,36F3-1,EW,WH,NH,36F3_WH,1835.67216497,36F3W
36F4_EH,2,E,36F4,36F4-2,EW,EH,NH,36F4_EH,1835.67178427,36F4E
36F4_WH,2,E,36F4,36F4-1,EW,WH,NH,36F4_WH,1835.67191327,36F4W
36F5_EH,2,E,36F5,36F5-2,EW,EH,NH,36F5_EH,1835.67152001,36F5E
36F5_WH,2,E,36F5,36F5-1,EW,WH,NH,36F5_WH,1835.67165318,36F5W
36F6_EH,2,E,36F6,36F6-2,EW,EH,NH,36F6_EH,1784.8916543,36F6E
36F6_WH,2,E,36F6,36F6-1,EW,WH,NH,36F6_WH,1821.70654947,36F6W
36F7_EH,2,E,36F7,36F7-2,EW,EH,NH,36F7_EH,1058.03004393,36F7E
36F7_WH,2,E,36F7,36F7-1,EW,WH,NH,36F7_WH,1311.07987637,36F7W
36F8_EH,2,E,36F8,36F8-2,EW,EH,NH,36F8_EH,545.743911247,36F8E
36F8_WH,2,E,36F8,36F8-1,EW,WH,NH,36F8_WH,1502.04574426,36F8W
36F9_WH,2,E,36F9,36F9-1,EW,WH,NH,36F9_WH,134.741021268,36F9W
37C2_EH,2,W,37C2,37C2-2,EW,EH,NH,37C2_EH,1813.96366673,37C2E
37C3_EH,2,W,37C3,37C3-2,EW,EH,NH,37C3_EH,1813.96369435,37C3E
37C3_WH,2,W,37C3,37C3-1,EW,WH,NH,37C3_WH,1813.9636817,37C3W
37C4_EH,2,W,37C4,37C4-2,EW,EH,NH,37C4_EH,1813.9637127,37C4E
37C4_WH,2,W,37C4,37C4-1,EW,WH,NH,37C4_WH,1813.96370469,37C4W
37C5_EH,2,W,37C5,37C5-2,EW,EH,NH,37C5_EH,1813.96372178,37C5E
37C5_WH,2,W,37C5,37C5-1,EW,WH,NH,37C5_WH,1813.9637184,37C5W
37C6_EH,2,W,37C6,37C6-2,EW,EH,NH,37C6_EH,1813.96372157,37C6E
37C6_WH,2,W,37C6,37C6-1,EW,WH,NH,37C6_WH,1813.96372283,37C6W
37C7_EH,2,W,37C7,37C7-2,EW,EH,NH,37C7_EH,1813.96371208,37C7E
37C7_WH,2,W,37C7,37C7-1,EW,WH,NH,37C7_WH,1813.96371799,37C7W
37C8_EH,2,W,37C8,37C8-2,EW,EH,NH,37C8_EH,1813.96369331,37C8E
37C8_WH,2,W,37C8,37C8-1,EW,WH,NH,37C8_WH,1813.96370386,37C8W
37C9_EH,2,W,37C9,37C9-2,EW,EH,NH,37C9_EH,1813.96366527,37C9E
37C9_WH,2,W,37C9,37C9-1,EW,WH,NH,37C9_WH,1813.96368045,37C9W
37D0_EH,2,W,37D0,37D0-2,EW,EH,NH,37D0_EH,1813.96362797,37D0E
37D0_WH,2,W,37D0,37D0-1,EW,WH,NH,37D0_WH,1813.96364778,37D0W
37D1_EH,2,W,37D1,37D1-2,EW,EH,NH,37D1_EH,1813.96358142,37D1E
37D1_WH,2,W,37D1,37D1-1,EW,WH,NH,37D1_WH,1813.96360585,37D1W
37D2_EH,2,W,37D2,37D2-2,EW,EH,NH,37D2_EH,1813.96352562,37D2E
37D2_WH,2,W,37D2,37D2-1,EW,WH,NH,37D2_WH,1813.96355467,37D2W
37D3_EH,2,W,37D3,37D3-2,EW,EH,NH,37D3_EH,1813.96346061,37D3E
37D3_WH,2,W,37D3,37D3-1,EW,WH,NH,37D3_WH,1813.96349426,37D3W
37D4_EH,2,W,37D4,37D4-2,EW,EH,NH,37D4_EH,1813.96338639,37D4E
37D4_WH,2,W,37D4,37D4-1,EW,WH,NH,37D4_WH,1813.96342465,37D4W
37D5_EH,2,W,37D5,37D5-2,EW,EH,NH,37D5_EH,1813.96330299,37D5E
37D5_WH,2,W,37D5,37D5-1,EW,WH,NH,37D5_WH,1813.96334584,37D5W
37D6_EH,2,W,37D6,37D6-2,EW,EH,NH,37D6_EH,1813.96321044,37D6E
37D6_WH,2,W,37D6,37D6-1,EW,WH,NH,37D6_WH,1813.96325786,37D6W
37D7_EH,2,W,37D7,37D7-2,EW,EH,NH,37D7_EH,1813.96310877,37D7E
37D7_WH,2,W,37D7,37D7-1,EW,WH,NH,37D7_WH,1813.96316074,37D7W
37D8_EH,2,W,37D8,37D8-2,EW,EH,NH,37D8_EH,1813.962998,37D8E
37D8_WH,2,W,37D8,37D8-1,EW,WH,NH,37D8_WH,1813.96305452,37D8W
37D9_EH,2,W,37D9,37D9-2,EW,EH,NH,37D9_EH,1700.82938646,37D9E
37D9_WH,2,W,37D9,37D9-1,EW,WH,NH,37D9_WH,1813.96293921,37D9W
37E0_EH,2,W,37E0,37E0-2,EW,EH,NH,37E0_EH,804.120245021,37E0E
37E0_WH,2,W,37E0,37E0-1,EW,WH,NH,37E0_WH,813.252960894,37E0W
37E1_EH,2,W,37E1,37E1-2,EW,EH,NH,37E1_EH,67.5806101987,37E1E
37E1_WH,2,W,37E1,37E1-1,EW,WH,NH,37E1_WH,758.73069006,37E1W
37E3_EH,2,W,37E3,37E3-2,EW,EH,NH,37E3_EH,70.3553093192,37E3E
37E4_EH,2,W,37E4,37E4-2,EW,EH,NH,37E4_EH,1758.92795497,37E4E
37E4_WH,2,W,37E4,37E4-1,EW,WH,NH,37E4_WH,854.614447794,37E4W
37E5_EH,2,W,37E5,37E5-2,EW,EH,NH,37E5_EH,1593.47284201,37E5E
37E5_WH,2,W,37E5,37E5-1,EW,WH,NH,37E5_WH,1481.48070345,37E5W
37E6_EH,2,W,37E6,37E6-2,EW,EH,NH,37E6_EH,748.24936529,37E6E
37E6_WH,2,W,37E6,37E6-1,EW,WH,NH,37E6_WH,1771.73798601,37E6W
37E7_WH,2,W,37E7,37E7-1,EW,WH,NH,37E7_WH,186.406997941,37E7W
37E9_EH,2,W,37E9,37E9-2,EW,EH,NH,37E9_EH,1203.10916886,37E9E
37E9_WH,2,W,37E9,37E9-1,EW,WH,NH,37E9_WH,32.2492403979,37E9W
37F0_EH,2,E,37F0,37F0-2,EW,EH,NH,37F0_EH,1813.96097441,37F0E
37F0_WH,2,E,37F0,37F0-1,EW,WH,NH,37F0_WH,1813.96108371,37F0W
37F1_EH,2,E,37F1,37F1-2,EW,EH,NH,37F1_EH,1813.96074947,37F1E
37F1_WH,2,E,37F1,37F1-1,EW,WH,NH,37F1_WH,1813.96086299,37F1W
37F2_EH,2,E,37F2,37F2-2,EW,EH,NH,37F2_EH,1813.96051616,37F2E
37F2_WH,2,E,37F2,37F2-1,EW,WH,NH,37F2_WH,1813.96063386,37F2W
37F3_EH,2,E,37F3,37F3-2,EW,EH,NH,37F3_EH,1813.96027455,37F3E
37F3_WH,2,E,37F3,37F3-1,EW,WH,NH,37F3_WH,1813.96039639,37F3W
37F4_EH,2,E,37F4,37F4-2,EW,EH,NH,37F4_EH,1813.9600247,37F4E
37F4_WH,2,E,37F4,37F4-1,EW,WH,NH,37F4_WH,1813.96015065,37F4W
37F5_EH,2,E,37F5,37F5-2,EW,EH,NH,37F5_EH,1813.9597667,37F5E
37F5_WH,2,E,37F5,37F5-1,EW,WH,NH,37F5_WH,1813.95989671,37F5W
37F6_EH,2,E,37F6,37F6-2,EW,EH,NH,37F6_EH,1813.95950062,37F6E
37F6_WH,2,E,37F6,37F6-1,EW,WH,NH,37F6_WH,1813.95963466,37F6W
37F7_EH,2,E,37F7,37F7-2,EW,EH,NH,37F7_EH,1813.95922655,37F7E
37F7_WH,2,E,37F7,37F7-1,EW,WH,NH,37F7_WH,1813.95936458,37F7W
37F8_EH,2,E,37F8,37F8-2,EW,EH,NH,37F8_EH,1211.60048053,37F8E
37F8_WH,2,E,37F8,37F8-1,EW,WH,NH,37F8_WH,1801.90404792,37F8W
37F9_WH,2,E,37F9,37F9-1,EW,WH,NH,37F9_WH,11.4630277326,37F9W
38C2_EH,2,W,38C2,38C2-2,EW,EH,NH,38C2_EH,1792.1075572,38C2E
38C3_EH,2,W,38C3,38C3-2,EW,EH,NH,38C3_EH,1792.10758415,38C3E
38C3_WH,2,W,38C3,38C3-1,EW,WH,NH,38C3_WH,1792.10757181,38C3W
38C4_EH,2,W,38C4,38C4-2,EW,EH,NH,38C4_EH,1792.10760206,38C4E
38C4_WH,2,W,38C4,38C4-1,EW,WH,NH,38C4_WH,1792.10759424,38C4W
38C5_EH,2,W,38C5,38C5-2,EW,EH,NH,38C5_EH,1792.10761092,38C5E
38C5_WH,2,W,38C5,38C5-1,EW,WH,NH,38C5_WH,1792.10760762,38C5W
38C6_EH,2,W,38C6,38C6-2,EW,EH,NH,38C6_EH,1792.10761072,38C6E
38C6_WH,2,W,38C6,38C6-1,EW,WH,NH,38C6_WH,1792.10761195,38C6W
38C7_EH,2,W,38C7,38C7-2,EW,EH,NH,38C7_EH,1792.10760146,38C7E
38C7_WH,2,W,38C7,38C7-1,EW,WH,NH,38C7_WH,1792.10760722,38C7W
38C8_EH,2,W,38C8,38C8-2,EW,EH,NH,38C8_EH,1792.10758314,38C8E
38C8_WH,2,W,38C8,38C8-1,EW,WH,NH,38C8_WH,1792.10759343,38C8W
38C9_EH,2,W,38C9,38C9-2,EW,EH,NH,38C9_EH,1792.10755578,38C9E
38C9_WH,2,W,38C9,38C9-1,EW,WH,NH,38C9_WH,1792.10757059,38C9W
38D0_EH,2,W,38D0,38D0-2,EW,EH,NH,38D0_EH,1792.10751938,38D0E
38D0_WH,2,W,38D0,38D0-1,EW,WH,NH,38D0_WH,1792.10753871,38D0W
38D1_EH,2,W,38D1,38D1-2,EW,EH,NH,38D1_EH,1792.10747394,38D1E
38D1_WH,2,W,38D1,38D1-1,EW,WH,NH,38D1_WH,1792.10749779,38D1W
38D2_EH,2,W,38D2,38D2-2,EW,EH,NH,38D2_EH,1792.10741949,38D2E
38D2_WH,2,W,38D2,38D2-1,EW,WH,NH,38D2_WH,1792.10744784,38D2W
38D3_EH,2,W,38D3,38D3-2,EW,EH,NH,38D3_EH,1792.10735605,38D3E
38D3_WH,2,W,38D3,38D3-1,EW,WH,NH,38D3_WH,1792.10738889,38D3W
38D4_EH,2,W,38D4,38D4-2,EW,EH,NH,38D4_EH,1792.10728362,38D4E
38D4_WH,2,W,38D4,38D4-1,EW,WH,NH,38D4_WH,1792.10732095,38D4W
38D5_EH,2,W,38D5,38D5-2,EW,EH,NH,38D5_EH,1792.10720223,38D5E
38D5_WH,2,W,38D5,38D5-1,EW,WH,NH,38D5_WH,1792.10724404,38D5W
38D6_EH,2,W,38D6,38D6-2,EW,EH,NH,38D6_EH,1792.10711191,38D6E
38D6_WH,2,W,38D6,38D6-1,EW,WH,NH,38D6_WH,1792.10715819,38D6W
38D7_EH,2,W,38D7,38D7-2,EW,EH,NH,38D7_EH,1792.10701269,38D7E
38D7_WH,2,W,38D7,38D7-1,EW,WH,NH,38D7_WH,1792.10706341,38D7W
38D8_EH,2,W,38D8,38D8-2,EW,EH,NH,38D8_EH,1792.10690459,38D8E
38D8_WH,2,W,38D8,38D8-1,EW,WH,NH,38D8_WH,1792.10695975,38D8W
38D9_EH,2,W,38D9,38D9-2,EW,EH,NH,38D9_EH,1792.10678765,38D9E
38D9_WH,2,W,38D9,38D9-1,EW,WH,NH,38D9_WH,1792.10684722,38D9W
38E0_EH,2,W,38E0,38E0-2,EW,EH,NH,38E0_EH,1792.1066619,38E0E
38E0_WH,2,W,38E0,38E0-1,EW,WH,NH,38E0_WH,1792.10672588,38E0W
38E1_EH,2,W,38E1,38E1-2,EW,EH,NH,38E1_EH,365.97760526,38E1E
38E1_WH,2,W,38E1,38E1-1,EW,WH,NH,38E1_WH,1499.57609267,38E1W
38E2_WH,2,W,38E2,38E2-1,EW,WH,NH,38E2_WH,13.5219529383,38E2W
38E4_EH,2,W,38E4,38E4-2,EW,EH,NH,38E4_EH,1583.52646718,38E4E
38E4_WH,2,W,38E4,38E4-1,EW,WH,NH,38E4_WH,807.537638856,38E4W
38E5_EH,2,W,38E5,38E5-2,EW,EH,NH,38E5_EH,1031.89565334,38E5E
38E5_WH,2,W,38E5,38E5-1,EW,WH,NH,38E5_WH,1027.96186439,38E5W
38E6_EH,2,W,38E6,38E6-2,EW,EH,NH,38E6_EH,253.686185371,38E6E
38E6_WH,2,W,38E6,38E6-1,EW,WH,NH,38E6_WH,1183.61038323,38E6W
38E7_WH,2,W,38E7,38E7-1,EW,WH,NH,38E7_WH,1.45309582884,38E7W
38E8_EH,2,W,38E8,38E8-2,EW,EH,NH,38E8_EH,799.233687935,38E8E
38E8_WH,2,W,38E8,38E8-1,EW,WH,NH,38E8_WH,1.04915655484,38E8W
38E9_EH,2,W,38E9,38E9-2,EW,EH,NH,38E9_EH,1792.10514107,38E9E
38E9_WH,2,W,38E9,38E9-1,EW,WH,NH,38E9_WH,1642.01743195,38E9W
38F0_EH,2,E,38F0,38F0-2,EW,EH,NH,38F0_EH,1792.1049298,38F0E
38F0_WH,2,E,38F0,38F0-1,EW,WH,NH,38F0_WH,1792.10503647,38F0W
38F1_EH,2,E,38F1,38F1-2,EW,EH,NH,38F1_EH,1792.10471029,38F1E
38F1_WH,2,E,38F1,38F1-1,EW,WH,NH,38F1_WH,1792.10482108,38F1W
38F2_EH,2,E,38F2,38F2-2,EW,EH,NH,38F2_EH,1792.10448261,38F2E
38F2_WH,2,E,38F2,38F2-1,EW,WH,NH,38F2_WH,1792.10459747,38F2W
38F3_EH,2,E,38F3,38F3-2,EW,EH,NH,38F3_EH,1792.10424682,38F3E
38F3_WH,2,E,38F3,38F3-1,EW,WH,NH,38F3_WH,1792.10436572,38F3W
38F4_EH,2,E,38F4,38F4-2,EW,EH,NH,38F4_EH,1792.104003,38F4E
38F4_WH,2,E,38F4,38F4-1,EW,WH,NH,38F4_WH,1792.10412591,38F4W
38F5_EH,2,E,38F5,38F5-2,EW,EH,NH,38F5_EH,1792.10375122,38F5E
38F5_WH,2,E,38F5,38F5-1,EW,WH,NH,38F5_WH,1792.1038781,38F5W
38F6_EH,2,E,38F6,38F6-2,EW,EH,NH,38F6_EH,1792.10349156,38F6E
38F6_WH,2,E,38F6,38F6-1,EW,WH,NH,38F6_WH,1792.10362237,38F6W
38F7_EH,2,E,38F7,38F7-2,EW,EH,NH,38F7_EH,1792.10322409,38F7E
38F7_WH,2,E,38F7,38F7-1,EW,WH,NH,38F7_WH,1792.1033588,38F7W
38F8_EH,2,E,38F8,38F8-2,EW,EH,NH,38F8_EH,770.119316589,38F8E
38F8_WH,2,E,38F8,38F8-1,EW,WH,NH,38F8_WH,1629.31738707,38F8W
38F9_WH,2,E,38F9,38F9-1,EW,WH,NH,38F9_WH,14.2780996929,38F9W
39C2_EH,2,W,39C2,39C2-2,EW,EH,NH,39C2_EH,1770.10880014,39C2E
39C3_EH,2,W,39C3,39C3-2,EW,EH,NH,39C3_EH,1770.10882644,39C3E
39C3_WH,2,W,39C3,39C3-1,EW,WH,NH,39C3_WH,1770.10881439,39C3W
39C4_EH,2,W,39C4,39C4-2,EW,EH,NH,39C4_EH,1770.10884391,39C4E
39C4_WH,2,W,39C4,39C4-1,EW,WH,NH,39C4_WH,1770.10883628,39C4W
39C5_EH,2,W,39C5,39C5-2,EW,EH,NH,39C5_EH,1770.10885254,39C5E
39C5_WH,2,W,39C5,39C5-1,EW,WH,NH,39C5_WH,1770.10884933,39C5W
39C6_EH,2,W,39C6,39C6-2,EW,EH,NH,39C6_EH,1770.10885235,39C6E
39C6_WH,2,W,39C6,39C6-1,EW,WH,NH,39C6_WH,1770.10885355,39C6W
39C7_EH,2,W,39C7,39C7-2,EW,EH,NH,39C7_EH,1770.10884331,39C7E
